actual,city,contract_type,disagreement_bucket,eligibility_class,event_date,event_key,lead_time_bucket,market_bucket,market_prob,market_ticker,model_prob,partition,probability_bucket,profit_loss,stake,station_bucket,strategy_version,trade_id,uncertainty_bucket
1.0,New York City,range,10-19pp,UNCLASSIFIED,2026-08-06,New York City|2026-08-06|low,2-3d,0.80-1.00,0.86,KXLOWTNYC-26AUG05-B65.5,0.9714,development,90-100%,1.627907,10.0,New York City|station_verified=True,v3.0,107,6F+
1.0,Oklahoma City,range,10-19pp,UNCLASSIFIED,2026-08-06,Oklahoma City|2026-08-06|low,2-3d,0.60-0.79,0.79,KXLOWTOKC-26AUG05-B76.5,0.9336,development,90-100%,2.658228,10.0,Oklahoma City|station_verified=True,v3.0,108,6F+
0.0,Oklahoma City,threshold,10-19pp,UNCLASSIFIED,2026-08-06,Oklahoma City|2026-08-06|low,2-3d,<0.20,0.03,KXLOWTOKC-26AUG05-T70,0.13933,development,10-19%,-10.0,10.0,Oklahoma City|station_verified=True,v3.0,109,6F+
1.0,Denver,threshold,10-19pp,RESEARCH_ONLY,2026-08-06,Denver|2026-08-06|high,0-1d,0.80-1.00,0.86,KXHIGHDEN-26AUG05-T83,0.9754,development,90-100%,1.627907,10.0,Denver|station_verified=True,v3.0,110,6F+
1.0,Denver,range,10-19pp,RESEARCH_ONLY,2026-08-07,Denver|2026-08-07|high,2-3d,0.80-1.00,0.82,KXHIGHDEN-26AUG06-B94.5,0.9597,development,90-100%,2.195122,10.0,Denver|station_verified=True,v3.0,111,6F+
0.0,Denver,range,20pp+,RESEARCH_ONLY,2026-08-07,Denver|2026-08-07|high,2-3d,0.40-0.59,0.59,KXHIGHDEN-26AUG06-B96.5,0.9468,development,90-100%,-10.0,10.0,Denver|station_verified=True,v3.0,112,6F+
1.0,Denver,range,10-19pp,RESEARCH_ONLY,2026-08-07,Denver|2026-08-07|high,2-3d,0.60-0.79,0.76,KXHIGHDEN-26AUG06-B98.5,0.9372,development,90-100%,3.157895,10.0,Denver|station_verified=True,v3.0,113,6F+
0.0,Denver,threshold,20pp+,RESEARCH_ONLY,2026-08-07,Denver|2026-08-07|high,2-3d,<0.20,0.08,KXHIGHDEN-26AUG06-T99,0.598706,development,50-59%,-10.0,10.0,Denver|station_verified=True,v3.0,114,6F+
0.0,Miami,range,20pp+,RESEARCH_ONLY,2026-08-07,Miami|2026-08-07|high,2-3d,0.60-0.79,0.66,KXHIGHMIA-26AUG06-B87.5,0.9387,development,90-100%,-10.0,10.0,Miami|station_verified=True,v3.0,115,6F+
1.0,Miami,range,20pp+,RESEARCH_ONLY,2026-08-07,Miami|2026-08-07|high,2-3d,0.60-0.79,0.65,KXHIGHMIA-26AUG06-B89.5,0.9337,development,90-100%,5.384615,10.0,Miami|station_verified=True,v3.0,116,6F+
0.0,Miami,threshold,10-19pp,RESEARCH_ONLY,2026-08-07,Miami|2026-08-07|high,2-3d,<0.20,0.03,KXHIGHMIA-26AUG06-T85,0.162722,development,10-19%,-10.0,10.0,Miami|station_verified=True,v3.0,117,6F+
0.0,Miami,threshold,20pp+,RESEARCH_ONLY,2026-08-07,Miami|2026-08-07|high,2-3d,<0.20,0.03,KXHIGHMIA-26AUG06-T92,0.302694,development,30-39%,-10.0,10.0,Miami|station_verified=True,v3.0,118,6F+
0.0,Dallas,range,20pp+,RESEARCH_ONLY,2026-08-07,Dallas|2026-08-07|high,2-3d,0.40-0.59,0.52,KXHIGHTDAL-26AUG06-B100.5,0.9391,development,90-100%,-10.0,10.0,Dallas|station_verified=True,v3.0,119,6F+
1.0,Dallas,range,20pp+,RESEARCH_ONLY,2026-08-07,Dallas|2026-08-07|high,2-3d,0.60-0.79,0.73,KXHIGHTDAL-26AUG06-B102.5,0.9338,development,90-100%,3.69863,10.0,Dallas|station_verified=True,v3.0,120,6F+
0.0,Dallas,threshold,20pp+,RESEARCH_ONLY,2026-08-07,Dallas|2026-08-07|high,2-3d,<0.20,0.02,KXHIGHTDAL-26AUG06-T105,0.369441,development,30-39%,-10.0,10.0,Dallas|station_verified=True,v3.0,121,6F+
0.0,Dallas,threshold,10-19pp,RESEARCH_ONLY,2026-08-07,Dallas|2026-08-07|high,2-3d,<0.20,0.04,KXHIGHTDAL-26AUG06-T98,0.202328,development,20-29%,-10.0,10.0,Dallas|station_verified=True,v3.0,122,6F+
0.0,Minneapolis,range,10-19pp,RESEARCH_ONLY,2026-08-07,Minneapolis|2026-08-07|high,2-3d,0.80-1.00,0.81,KXHIGHTMIN-26AUG06-B82.5,0.9916,development,90-100%,-10.0,10.0,Minneapolis|station_verified=True,v3.0,123,6F+
1.0,Minneapolis,range,20pp+,RESEARCH_ONLY,2026-08-07,Minneapolis|2026-08-07|high,2-3d,0.40-0.59,0.57,KXHIGHTMIN-26AUG06-B84.5,0.9843,development,90-100%,7.54386,10.0,Minneapolis|station_verified=True,v3.0,124,6F+
1.0,Minneapolis,range,10-19pp,RESEARCH_ONLY,2026-08-07,Minneapolis|2026-08-07|high,2-3d,0.80-1.00,0.8,KXHIGHTMIN-26AUG06-B86.5,0.9738,development,90-100%,2.5,10.0,Minneapolis|station_verified=True,v3.0,125,6F+
0.0,Minneapolis,threshold,20pp+,RESEARCH_ONLY,2026-08-07,Minneapolis|2026-08-07|high,2-3d,<0.20,0.03,KXHIGHTMIN-26AUG06-T89,0.828944,development,80-89%,-10.0,10.0,Minneapolis|station_verified=True,v3.0,126,6F+
1.0,Dallas,range,20pp+,RESEARCH_ONLY,2026-08-07,Dallas|2026-08-07|low,2-3d,0.60-0.79,0.61,KXLOWTDAL-26AUG06-B79.5,0.9354,development,90-100%,6.393443,10.0,Dallas|station_verified=True,v3.0,127,6F+
0.0,Dallas,range,20pp+,RESEARCH_ONLY,2026-08-07,Dallas|2026-08-07|low,2-3d,0.40-0.59,0.59,KXLOWTDAL-26AUG06-B81.5,0.9339,development,90-100%,-10.0,10.0,Dallas|station_verified=True,v3.0,128,6F+
0.0,Dallas,threshold,10-19pp,RESEARCH_ONLY,2026-08-07,Dallas|2026-08-07|low,2-3d,<0.20,0.03,KXLOWTDAL-26AUG06-T75,0.162722,development,10-19%,-10.0,10.0,Dallas|station_verified=True,v3.0,129,6F+
0.0,Dallas,threshold,20pp+,RESEARCH_ONLY,2026-08-07,Dallas|2026-08-07|low,2-3d,<0.20,0.09,KXLOWTDAL-26AUG06-T82,0.427268,development,40-49%,-10.0,10.0,Dallas|station_verified=True,v3.0,130,6F+
0.0,Houston,range,20pp+,RESEARCH_ONLY,2026-08-07,Houston|2026-08-07|low,2-3d,0.40-0.59,0.58,KXLOWTHOU-26AUG06-B77.5,0.934,development,90-100%,-10.0,10.0,Houston|station_verified=True,v3.0,131,6F+
1.0,Houston,range,20pp+,RESEARCH_ONLY,2026-08-07,Houston|2026-08-07|low,2-3d,0.60-0.79,0.62,KXLOWTHOU-26AUG06-B79.5,0.9351,development,90-100%,6.129032,10.0,Houston|station_verified=True,v3.0,132,6F+
0.0,Houston,threshold,10-19pp,RESEARCH_ONLY,2026-08-07,Houston|2026-08-07|low,2-3d,<0.20,0.02,KXLOWTHOU-26AUG06-T73,0.193062,development,10-19%,-10.0,10.0,Houston|station_verified=True,v3.0,133,6F+
0.0,Houston,threshold,20pp+,RESEARCH_ONLY,2026-08-07,Houston|2026-08-07|low,2-3d,<0.20,0.07,KXLOWTHOU-26AUG06-T80,0.382089,development,30-39%,-10.0,10.0,Houston|station_verified=True,v3.0,134,6F+
1.0,New York City,range,10-19pp,RESEARCH_ONLY,2026-08-07,New York City|2026-08-07|low,2-3d,0.60-0.79,0.74,KXLOWTNYC-26AUG06-B72.5,0.9356,development,90-100%,3.513514,10.0,New York City|station_verified=True,v3.0,135,6F+
0.0,New York City,range,20pp+,RESEARCH_ONLY,2026-08-07,New York City|2026-08-07|low,2-3d,0.40-0.59,0.54,KXLOWTNYC-26AUG06-B74.5,0.9338,development,90-100%,-10.0,10.0,New York City|station_verified=True,v3.0,136,6F+
0.0,New York City,threshold,10-19pp,RESEARCH_ONLY,2026-08-07,New York City|2026-08-07|low,2-3d,<0.20,0.04,KXLOWTNYC-26AUG06-T68,0.158655,development,10-19%,-10.0,10.0,New York City|station_verified=True,v3.0,137,6F+
0.0,New York City,threshold,20pp+,RESEARCH_ONLY,2026-08-07,New York City|2026-08-07|low,2-3d,0.20-0.39,0.21,KXLOWTNYC-26AUG06-T75,0.433816,development,40-49%,-10.0,10.0,New York City|station_verified=True,v3.0,138,6F+
0.0,Oklahoma City,range,10-19pp,RESEARCH_ONLY,2026-08-07,Oklahoma City|2026-08-07|low,2-3d,0.60-0.79,0.76,KXLOWTOKC-26AUG06-B73.5,0.9337,development,90-100%,-10.0,10.0,Oklahoma City|station_verified=True,v3.0,139,6F+
1.0,Oklahoma City,range,20pp+,RESEARCH_ONLY,2026-08-07,Oklahoma City|2026-08-07|low,2-3d,0.60-0.79,0.66,KXLOWTOKC-26AUG06-B75.5,0.9359,development,90-100%,5.151515,10.0,Oklahoma City|station_verified=True,v3.0,140,6F+
0.0,Oklahoma City,threshold,20pp+,RESEARCH_ONLY,2026-08-07,Oklahoma City|2026-08-07|low,2-3d,<0.20,0.04,KXLOWTOKC-26AUG06-T71,0.31443,development,30-39%,-10.0,10.0,Oklahoma City|station_verified=True,v3.0,141,6F+
0.0,Oklahoma City,threshold,10-19pp,RESEARCH_ONLY,2026-08-07,Oklahoma City|2026-08-07|low,2-3d,<0.20,0.13,KXLOWTOKC-26AUG06-T78,0.247198,development,20-29%,-10.0,10.0,Oklahoma City|station_verified=True,v3.0,142,6F+
1.0,Miami,range,10-19pp,RESEARCH_ONLY,2026-08-07,Miami|2026-08-07|high,2-3d,0.80-1.00,0.81,KXHIGHMIA-26AUG06-B91.5,0.9342,development,90-100%,2.345679,10.0,Miami|station_verified=True,v3.0,143,6F+
1.0,Dallas,range,10-19pp,RESEARCH_ONLY,2026-08-07,Dallas|2026-08-07|high,2-3d,0.80-1.00,0.85,KXHIGHTDAL-26AUG06-B98.5,0.957,development,90-100%,1.764706,10.0,Dallas|station_verified=True,v3.0,144,6F+
1.0,Denver,range,10-19pp,RESEARCH_ONLY,2026-08-07,Denver|2026-08-07|low,2-3d,0.80-1.00,0.8,KXLOWTDEN-26AUG06-B55.5,0.967,development,90-100%,2.5,10.0,Denver|station_verified=True,v3.0,145,6F+
1.0,Denver,range,20pp+,RESEARCH_ONLY,2026-08-07,Denver|2026-08-07|low,2-3d,0.60-0.79,0.65,KXLOWTDEN-26AUG06-B57.5,0.9537,development,90-100%,5.384615,10.0,Denver|station_verified=True,v3.0,146,6F+
0.0,Denver,range,10-19pp,RESEARCH_ONLY,2026-08-07,Denver|2026-08-07|low,2-3d,0.60-0.79,0.76,KXLOWTDEN-26AUG06-B59.5,0.9419,development,90-100%,-10.0,10.0,Denver|station_verified=True,v3.0,147,6F+
0.0,Denver,threshold,20pp+,RESEARCH_ONLY,2026-08-07,Denver|2026-08-07|low,2-3d,<0.20,0.05,KXLOWTDEN-26AUG06-T62,0.539828,development,50-59%,-10.0,10.0,Denver|station_verified=True,v3.0,148,6F+
1.0,Oklahoma City,range,10-19pp,OFFICIAL,2026-08-07,Oklahoma City|2026-08-07|low,2-3d,0.60-0.79,0.79,KXLOWTOKC-26AUG06-B77.5,0.94,development,90-100%,2.658228,10.0,Oklahoma City|station_verified=True,v3.0,149,6F+
1.0,Los Angeles,range,20pp+,RESEARCH_ONLY,2026-08-08,Los Angeles|2026-08-08|low,2-3d,0.40-0.59,0.44,KXLOWTLAX-26AUG06-B66.5,0.953,development,90-100%,12.727273,10.0,Los Angeles|station_verified=True,v3.0,150,6F+
0.0,Los Angeles,range,20pp+,RESEARCH_ONLY,2026-08-08,Los Angeles|2026-08-08|low,2-3d,0.60-0.79,0.67,KXLOWTLAX-26AUG06-B68.5,0.9414,development,90-100%,-10.0,10.0,Los Angeles|station_verified=True,v3.0,151,6F+
0.0,Los Angeles,threshold,20pp+,RESEARCH_ONLY,2026-08-08,Los Angeles|2026-08-08|low,2-3d,<0.20,0.04,KXLOWTLAX-26AUG06-T69,0.661539,development,60-69%,-10.0,10.0,Los Angeles|station_verified=True,v3.0,152,6F+
0.0,Denver,threshold,10-19pp,RESEARCH_ONLY,2026-08-07,Denver|2026-08-07|high,0-1d,<0.20,0.03,KXHIGHDEN-26AUG06-T92,0.175324,development,10-19%,-10.0,10.0,Denver|station_verified=True,v3.0,153,6F+
0.0,Denver,range,20pp+,RESEARCH_ONLY,2026-08-08,Denver|2026-08-08|high,2-3d,0.60-0.79,0.69,KXHIGHDEN-26AUG07-B95.5,0.9676,development,90-100%,-10.0,10.0,Denver|station_verified=True,v3.0,154,6F+
1.0,Denver,range,20pp+,RESEARCH_ONLY,2026-08-08,Denver|2026-08-08|high,2-3d,0.60-0.79,0.64,KXHIGHDEN-26AUG07-B97.5,0.9543,development,90-100%,5.625,10.0,Denver|station_verified=True,v3.0,155,6F+
1.0,Denver,range,10-19pp,RESEARCH_ONLY,2026-08-08,Denver|2026-08-08|high,2-3d,0.80-1.00,0.81,KXHIGHDEN-26AUG07-B99.5,0.9424,development,90-100%,2.345679,10.0,Denver|station_verified=True,v3.0,156,6F+
0.0,Denver,threshold,20pp+,RESEARCH_ONLY,2026-08-08,Denver|2026-08-08|high,2-3d,<0.20,0.06,KXHIGHDEN-26AUG07-T100,0.673645,development,60-69%,-10.0,10.0,Denver|station_verified=True,v3.0,157,6F+
1.0,Miami,range,20pp+,RESEARCH_ONLY,2026-08-08,Miami|2026-08-08|high,2-3d,0.60-0.79,0.74,KXHIGHMIA-26AUG07-B88.5,0.9468,development,90-100%,3.513514,10.0,Miami|station_verified=True,v3.0,158,6F+
0.0,Miami,range,20pp+,RESEARCH_ONLY,2026-08-08,Miami|2026-08-08|high,2-3d,0.40-0.59,0.53,KXHIGHMIA-26AUG07-B90.5,0.9372,development,90-100%,-10.0,10.0,Miami|station_verified=True,v3.0,159,6F+
0.0,Miami,threshold,20pp+,RESEARCH_ONLY,2026-08-08,Miami|2026-08-08|high,2-3d,<0.20,0.03,KXHIGHMIA-26AUG07-T93,0.401294,development,40-49%,-10.0,10.0,Miami|station_verified=True,v3.0,160,6F+
0.0,Dallas,range,20pp+,RESEARCH_ONLY,2026-08-08,Dallas|2026-08-08|high,2-3d,0.20-0.39,0.39,KXHIGHTDAL-26AUG07-B100.5,0.9434,development,90-100%,-10.0,10.0,Dallas|station_verified=True,v3.0,161,6F+
1.0,Dallas,range,10-19pp,RESEARCH_ONLY,2026-08-08,Dallas|2026-08-08|high,2-3d,0.80-1.00,0.81,KXHIGHTDAL-26AUG07-B102.5,0.9354,development,90-100%,2.345679,10.0,Dallas|station_verified=True,v3.0,162,6F+
0.0,Dallas,threshold,20pp+,RESEARCH_ONLY,2026-08-08,Dallas|2026-08-08|high,2-3d,<0.20,0.02,KXHIGHTDAL-26AUG07-T105,0.427268,development,40-49%,-10.0,10.0,Dallas|station_verified=True,v3.0,163,6F+
0.0,Dallas,threshold,10-19pp,RESEARCH_ONLY,2026-08-08,Dallas|2026-08-08|high,2-3d,<0.20,0.02,KXHIGHTDAL-26AUG07-T98,0.162722,development,10-19%,-10.0,10.0,Dallas|station_verified=True,v3.0,164,6F+
0.0,Minneapolis,threshold,20pp+,RESEARCH_ONLY,2026-08-07,Minneapolis|2026-08-07|high,0-1d,<0.20,0.1,KXHIGHTMIN-26AUG06-T82,0.338461,development,30-39%,-10.0,10.0,Minneapolis|station_verified=True,v3.0,165,6F+
1.0,Minneapolis,range,20pp+,RESEARCH_ONLY,2026-08-08,Minneapolis|2026-08-08|high,2-3d,0.60-0.79,0.74,KXHIGHTMIN-26AUG07-B82.5,0.982,development,90-100%,3.513514,10.0,Minneapolis|station_verified=True,v3.0,166,6F+
1.0,Minneapolis,range,20pp+,RESEARCH_ONLY,2026-08-08,Minneapolis|2026-08-08|high,2-3d,0.60-0.79,0.63,KXHIGHTMIN-26AUG07-B84.5,0.9708,development,90-100%,5.873016,10.0,Minneapolis|station_verified=True,v3.0,167,6F+
0.0,Minneapolis,threshold,20pp+,RESEARCH_ONLY,2026-08-08,Minneapolis|2026-08-08|high,2-3d,<0.20,0.05,KXHIGHTMIN-26AUG07-T87,0.806938,development,80-89%,-10.0,10.0,Minneapolis|station_verified=True,v3.0,168,6F+
1.0,Dallas,range,20pp+,RESEARCH_ONLY,2026-08-08,Dallas|2026-08-08|low,2-3d,0.60-0.79,0.73,KXLOWTDAL-26AUG07-B78.5,0.9362,development,90-100%,3.69863,10.0,Dallas|station_verified=True,v3.0,169,6F+
0.0,Dallas,range,20pp+,RESEARCH_ONLY,2026-08-08,Dallas|2026-08-08|low,2-3d,0.40-0.59,0.5,KXLOWTDAL-26AUG07-B80.5,0.9337,development,90-100%,-10.0,10.0,Dallas|station_verified=True,v3.0,170,6F+
0.0,Dallas,threshold,10-19pp,RESEARCH_ONLY,2026-08-08,Dallas|2026-08-08|low,2-3d,<0.20,0.02,KXLOWTDAL-26AUG07-T74,0.150724,development,10-19%,-10.0,10.0,Dallas|station_verified=True,v3.0,171,6F+
0.0,Dallas,threshold,20pp+,RESEARCH_ONLY,2026-08-08,Dallas|2026-08-08|low,2-3d,<0.20,0.16,KXLOWTDAL-26AUG07-T81,0.446965,development,40-49%,-10.0,10.0,Dallas|station_verified=True,v3.0,172,6F+
1.0,Denver,range,10-19pp,RESEARCH_ONLY,2026-08-08,Denver|2026-08-08|low,2-3d,0.80-1.00,0.84,KXLOWTDEN-26AUG07-B58.5,0.9829,development,90-100%,1.904762,10.0,Denver|station_verified=True,v3.0,173,6F+
1.0,Denver,range,20pp+,RESEARCH_ONLY,2026-08-08,Denver|2026-08-08|low,2-3d,0.60-0.79,0.72,KXLOWTDEN-26AUG07-B60.5,0.972,development,90-100%,3.888889,10.0,Denver|station_verified=True,v3.0,174,6F+
0.0,Denver,range,20pp+,RESEARCH_ONLY,2026-08-08,Denver|2026-08-08|low,2-3d,0.60-0.79,0.74,KXLOWTDEN-26AUG07-B62.5,0.959,development,90-100%,-10.0,10.0,Denver|station_verified=True,v3.0,175,6F+
0.0,Denver,threshold,20pp+,RESEARCH_ONLY,2026-08-08,Denver|2026-08-08|low,2-3d,<0.20,0.02,KXLOWTDEN-26AUG07-T65,0.71453,development,70-79%,-10.0,10.0,Denver|station_verified=True,v3.0,176,6F+
1.0,Houston,range,20pp+,RESEARCH_ONLY,2026-08-08,Houston|2026-08-08|low,2-3d,0.40-0.59,0.56,KXLOWTHOU-26AUG07-B77.5,0.934,development,90-100%,7.857143,10.0,Houston|station_verified=True,v3.0,177,6F+
0.0,Houston,range,20pp+,RESEARCH_ONLY,2026-08-08,Houston|2026-08-08|low,2-3d,0.60-0.79,0.61,KXLOWTHOU-26AUG07-B79.5,0.94,development,90-100%,-10.0,10.0,Houston|station_verified=True,v3.0,178,6F+
0.0,Houston,threshold,20pp+,RESEARCH_ONLY,2026-08-08,Houston|2026-08-08|low,2-3d,<0.20,0.02,KXLOWTHOU-26AUG07-T73,0.263258,development,20-29%,-10.0,10.0,Houston|station_verified=True,v3.0,179,6F+
0.0,Houston,threshold,20pp+,RESEARCH_ONLY,2026-08-08,Houston|2026-08-08|low,2-3d,<0.20,0.04,KXLOWTHOU-26AUG07-T80,0.296901,development,20-29%,-10.0,10.0,Houston|station_verified=True,v3.0,180,6F+
1.0,New York City,range,10-19pp,RESEARCH_ONLY,2026-08-08,New York City|2026-08-08|low,2-3d,0.60-0.79,0.78,KXLOWTNYC-26AUG07-B73.5,0.9345,development,90-100%,2.820513,10.0,New York City|station_verified=True,v3.0,181,6F+
1.0,New York City,range,20pp+,RESEARCH_ONLY,2026-08-08,New York City|2026-08-08|low,2-3d,0.60-0.79,0.6,KXLOWTNYC-26AUG07-B75.5,0.9414,development,90-100%,6.666667,10.0,New York City|station_verified=True,v3.0,182,6F+
1.0,New York City,range,10-19pp,RESEARCH_ONLY,2026-08-08,New York City|2026-08-08|low,2-3d,0.80-1.00,0.81,KXLOWTNYC-26AUG07-B77.5,0.953,development,90-100%,2.345679,10.0,New York City|station_verified=True,v3.0,183,6F+
0.0,New York City,threshold,20pp+,RESEARCH_ONLY,2026-08-08,New York City|2026-08-08|low,2-3d,<0.20,0.02,KXLOWTNYC-26AUG07-T71,0.401294,development,40-49%,-10.0,10.0,New York City|station_verified=True,v3.0,184,6F+
0.0,New York City,threshold,10-19pp,RESEARCH_ONLY,2026-08-08,New York City|2026-08-08|low,2-3d,<0.20,0.05,KXLOWTNYC-26AUG07-T78,0.179659,development,10-19%,-10.0,10.0,New York City|station_verified=True,v3.0,185,6F+
0.0,Minneapolis,range,10-19pp,RESEARCH_ONLY,2026-08-08,Minneapolis|2026-08-08|high,2-3d,0.80-1.00,0.88,KXHIGHTMIN-26AUG07-B80.5,0.99,development,90-100%,-10.0,10.0,Minneapolis|station_verified=True,v3.0,186,6F+
0.0,Los Angeles,threshold,10-19pp,RESEARCH_ONLY,2026-08-08,Los Angeles|2026-08-08|low,2-3d,<0.20,0.01,KXLOWTLAX-26AUG06-T62,0.175324,development,10-19%,-10.0,10.0,Los Angeles|station_verified=True,v3.0,187,6F+
0.0,Los Angeles,range,20pp+,RESEARCH_ONLY,2026-08-08,Los Angeles|2026-08-08|low,2-3d,0.40-0.59,0.43,KXLOWTLAX-26AUG07-B67.5,0.9336,development,90-100%,-10.0,10.0,Los Angeles|station_verified=True,v3.0,188,6F+
0.0,Los Angeles,threshold,10-19pp,RESEARCH_ONLY,2026-08-08,Los Angeles|2026-08-08|low,2-3d,<0.20,0.01,KXLOWTLAX-26AUG07-T61,0.135666,development,10-19%,-10.0,10.0,Los Angeles|station_verified=True,v3.0,189,6F+
0.0,Los Angeles,threshold,20pp+,RESEARCH_ONLY,2026-08-08,Los Angeles|2026-08-08|low,2-3d,0.20-0.39,0.27,KXLOWTLAX-26AUG07-T68,0.473424,development,40-49%,-10.0,10.0,Los Angeles|station_verified=True,v3.0,190,6F+
1.0,Oklahoma City,range,20pp+,RESEARCH_ONLY,2026-08-08,Oklahoma City|2026-08-08|low,2-3d,0.60-0.79,0.67,KXLOWTOKC-26AUG07-B74.5,0.9354,development,90-100%,4.925373,10.0,Oklahoma City|station_verified=True,v3.0,191,6F+
1.0,Oklahoma City,range,20pp+,RESEARCH_ONLY,2026-08-08,Oklahoma City|2026-08-08|low,2-3d,0.60-0.79,0.68,KXLOWTOKC-26AUG07-B76.5,0.9434,development,90-100%,4.705882,10.0,Oklahoma City|station_verified=True,v3.0,192,6F+
0.0,Oklahoma City,threshold,20pp+,RESEARCH_ONLY,2026-08-08,Oklahoma City|2026-08-08|low,2-3d,<0.20,0.04,KXLOWTOKC-26AUG07-T70,0.302694,development,30-39%,-10.0,10.0,Oklahoma City|station_verified=True,v3.0,193,6F+
0.0,Oklahoma City,threshold,10-19pp,RESEARCH_ONLY,2026-08-08,Oklahoma City|2026-08-08|low,2-3d,<0.20,0.13,KXLOWTOKC-26AUG07-T77,0.257846,development,20-29%,-10.0,10.0,Oklahoma City|station_verified=True,v3.0,194,6F+
0.0,Minneapolis,threshold,10-19pp,RESEARCH_ONLY,2026-08-06,Minneapolis|2026-08-06|high,0-1d,<0.20,0.01,KXHIGHTMIN-26AUG05-T75,0.111866,development,10-19%,-10.0,10.0,Minneapolis|station_verified=True,v3.0,195,6F+
1.0,Minneapolis,threshold,10-19pp,RESEARCH_ONLY,2026-08-08,Minneapolis|2026-08-08|high,0-1d,0.80-1.00,0.88,KXHIGHTMIN-26AUG07-T80,0.9829,development,90-100%,1.363636,10.0,Minneapolis|station_verified=True,v3.0,196,6F+
0.0,Denver,threshold,10-19pp,RESEARCH_ONLY,2026-08-08,Denver|2026-08-08|high,0-1d,<0.20,0.02,KXHIGHDEN-26AUG07-T93,0.154656,development,10-19%,-10.0,10.0,Denver|station_verified=True,v3.0,197,6F+
1.0,Miami,range,10-19pp,RESEARCH_ONLY,2026-08-08,Miami|2026-08-08|high,0-1d,0.80-1.00,0.84,KXHIGHMIA-26AUG07-B92.5,0.9456,development,90-100%,1.904762,10.0,Miami|station_verified=True,v3.0,198,6F+
0.0,Miami,threshold,20pp+,RESEARCH_ONLY,2026-08-08,Miami|2026-08-08|high,0-1d,<0.20,0.01,KXHIGHMIA-26AUG07-T86,0.268727,development,20-29%,-10.0,10.0,Miami|station_verified=True,v3.0,199,6F+
0.0,Denver,threshold,10-19pp,RESEARCH_ONLY,2026-08-07,Denver|2026-08-07|low,0-1d,<0.20,0.01,KXLOWTDEN-26AUG06-T55,0.121673,development,10-19%,-10.0,10.0,Denver|station_verified=True,v3.0,200,6F+
1.0,Oklahoma City,range,10-19pp,RESEARCH_ONLY,2026-08-08,Oklahoma City|2026-08-08|low,0-1d,0.60-0.79,0.78,KXLOWTOKC-26AUG07-B72.5,0.9456,development,90-100%,2.820513,10.0,Oklahoma City|station_verified=True,v3.0,201,6F+
0.0,Miami,range,20pp+,RESEARCH_ONLY,2026-08-09,Miami|2026-08-09|high,2-3d,0.40-0.59,0.53,KXHIGHMIA-26AUG08-B91.5,0.9345,development,90-100%,-10.0,10.0,Miami|station_verified=True,v3.0,202,6F+
1.0,Miami,range,20pp+,RESEARCH_ONLY,2026-08-09,Miami|2026-08-09|high,2-3d,0.60-0.79,0.65,KXHIGHMIA-26AUG08-B93.5,0.9345,development,90-100%,5.384615,10.0,Miami|station_verified=True,v3.0,203,6F+
0.0,Miami,threshold,10-19pp,RESEARCH_ONLY,2026-08-09,Miami|2026-08-09|high,2-3d,<0.20,0.02,KXHIGHMIA-26AUG08-T87,0.13933,development,10-19%,-10.0,10.0,Miami|station_verified=True,v3.0,204,6F+
0.0,Miami,threshold,20pp+,RESEARCH_ONLY,2026-08-09,Miami|2026-08-09|high,2-3d,<0.20,0.04,KXHIGHMIA-26AUG08-T94,0.338461,development,30-39%,-10.0,10.0,Miami|station_verified=True,v3.0,205,6F+
0.0,Dallas,range,10-19pp,RESEARCH_ONLY,2026-08-09,Dallas|2026-08-09|high,2-3d,0.60-0.79,0.74,KXHIGHTDAL-26AUG08-B101.5,0.9339,development,90-100%,-10.0,10.0,Dallas|station_verified=True,v3.0,206,6F+
1.0,Dallas,range,20pp+,RESEARCH_ONLY,2026-08-09,Dallas|2026-08-09|high,2-3d,0.40-0.59,0.54,KXHIGHTDAL-26AUG08-B99.5,0.9395,development,90-100%,8.518519,10.0,Dallas|station_verified=True,v3.0,207,6F+
0.0,Dallas,threshold,20pp+,RESEARCH_ONLY,2026-08-09,Dallas|2026-08-09|high,2-3d,<0.20,0.02,KXHIGHTDAL-26AUG08-T104,0.375748,development,30-39%,-10.0,10.0,Dallas|station_verified=True,v3.0,208,6F+
0.0,Dallas,threshold,10-19pp,RESEARCH_ONLY,2026-08-09,Dallas|2026-08-09|high,2-3d,<0.20,0.03,KXHIGHTDAL-26AUG08-T97,0.197663,development,10-19%,-10.0,10.0,Dallas|station_verified=True,v3.0,209,6F+
1.0,Dallas,range,10-19pp,RESEARCH_ONLY,2026-08-09,Dallas|2026-08-09|low,2-3d,0.60-0.79,0.75,KXLOWTDAL-26AUG08-B78.5,0.9342,development,90-100%,3.333333,10.0,Dallas|station_verified=True,v3.0,210,6F+
1.0,Dallas,range,20pp+,RESEARCH_ONLY,2026-08-09,Dallas|2026-08-09|low,2-3d,0.40-0.59,0.51,KXLOWTDAL-26AUG08-B80.5,0.9349,development,90-100%,9.607843,10.0,Dallas|station_verified=True,v3.0,211,6F+
0.0,Dallas,threshold,10-19pp,RESEARCH_ONLY,2026-08-09,Dallas|2026-08-09|low,2-3d,<0.20,0.04,KXLOWTDAL-26AUG08-T74,0.188528,development,10-19%,-10.0,10.0,Dallas|station_verified=True,v3.0,212,6F+
